X,Y,Name,descriptio,icon_url
57.81131944,-20.32087778,Ouest Ile Flammand,"&nbsp;",./0.png
57.79111944,-20.32450278,Sud Pointe de Grande Passe,"&nbsp;",./0.png
57.80226389,-20.33021111,Sud Diamant Reef,"&nbsp;",./0.png
57.79049722,-20.33683611,Roche Plat,"&nbsp;",./0.png
57.78422778,-20.34686667,Roche Zamari,"&nbsp;",./0.png
57.78334444,-20.35245,Est Pointe Bambou 1,"&nbsp;",./0.png
57.78210833,-20.35790833,Est Pointe Bambou 2,"&nbsp;",./0.png
57.78089722,-20.364125,Nord Est de Jonchée Bar,"&nbsp;",./0.png
57.747025,-20.37654167,Ouest illot Marianne,"&nbsp;",./0.png
57.76406389,-20.38751111,Baie Fer à Cheval,"&nbsp;",./0.png
57.7584,-20.38956944,Sud Banc Fer a Cheval Spit,"&nbsp;",./0.png
57.7399,-20.39109722,Sud Ouest Olive Bank,"&nbsp;",./0.png
57.71765278,-20.38829167,Pont Molino,"&nbsp;",./0.png
57.77503889,-20.36621667,Pointe des Amourettes,"&nbsp;",./0.png
57.30629167,-20.41675556,Le Morne 1,"&nbsp;",./0.png
57.32074167,-20.38617222,Le Morne 2,"&nbsp;",./0.png
57.36130833,-20.26210833,Bambous 1,"&nbsp;",./0.png
57.36812778,-20.24337222,Bambous 2,"&nbsp;",./0.png
57.52266389,-20.02888611,Trou aux Biches,"&nbsp;",./0.png
57.64199444,-19.96558889,Anse La Raie,"&nbsp;",./0.png
57.77351667,-20.3302,Petit Sable,"&nbsp;",./0.png
57.65986667,-19.99095,Grand Gaube 1,"&nbsp;",./0.png
57.66686667,-19.99145,Grand Gaube 2,"&nbsp;",./0.png
57.69153333,-20.05283333,Poudre d’Or 1,"&nbsp;",./0.png
57.69163333,-20.05178333,Poudre d’Or 2,"&nbsp;",./0.png
57.78433333,-20.30268333,Grande Rivère Sud Est 1,"&nbsp;",./0.png
57.78496667,-20.30383333,Grande Rivere Sud Est 2,"&nbsp;",./0.png
57.78471667,-20.30455,Quatre Soeurs 1,"&nbsp;",./0.png
57.78476667,-20.3066,Quatre Soeurs 2,"&nbsp;",./0.png
57.76968333,-20.34208333,Bambous Virieux 1,"&nbsp;",./0.png
57.76968333,-20.34196667,Bambous Virieux 2,"&nbsp;",./0.png
